state,name,lake sq km,max concentration (cells/ml),mean concentration (cells/ml),max area high bloom (sq m),mean area high bloom,max area moderate bloom,mean area moderate bloom,max area low bloom,mean area low bloom,freq high bloom (%),freq moderate bloom (%),freq low bloom (%)
FL,"Monroe, Lake",35.656,1949844.6,176122.8947,99900,35855.07246,77700,18401.44928,16200,3365.217391,0.84057971,0.806763285,0.68115942
FL,"Placid, Lake",13.699,1995262.315,126447.1239,34200,6263.768116,19800,4836.231884,5400,978.2608696,0.84057971,0.816425121,0.671497585
FL,"Buffum, Lake",6.258,1584893.192,174225.9312,9900,4327.536232,6600,1607.246377,1500,275.3623188,0.84057971,0.801932367,0.444444444
FL,Blue Cypress Lake,26.385,977237.221,64333.19799,57300,6814.492754,64200,20886.95652,14400,4276.811594,0.830917874,0.898550725,0.893719807
FL,"Arbuckle, Lake",15.296,1202264.435,115290.2897,34800,9307.246377,19500,6152.173913,4500,1207.246377,0.826086957,0.869565217,0.753623188
FL,"Panasoffkee, Lake",13.312,3162277.66,323292.938,26100,9746.376812,8700,1431.884058,3900,278.2608696,0.811594203,0.657004831,0.376811594
FL,"Clinch, Lake",4.864,1412537.545,142275.861,9600,4136.231884,6300,1521.73913,1200,239.1304348,0.801932367,0.695652174,0.429951691
FL,Lake ID: 10996929,29.247,1778279.41,116470.4175,69000,11268.11594,57300,15440.57971,11400,3456.521739,0.797101449,0.8647343,0.801932367
FL,Crooked Lake,22.163,1348962.883,99833.61677,33300,6510.144928,26100,7811.594203,6300,1418.84058,0.797101449,0.826086957,0.763285024
FL,Lake ID: 10998129,19.5,3235936.569,100575.7401,38100,5746.376812,25800,8200,7800,1976.811594,0.787439614,0.869565217,0.797101449
FL,"June in Winter, Lake",14.96,977237.221,87361.82344,32400,5791.304348,24000,6904.347826,8100,1214.492754,0.787439614,0.806763285,0.690821256
FL,"Rosalie, Lake",18.454,1096478.196,66795.91631,51300,5124.637681,41700,12650.72464,11700,3126.086957,0.763285024,0.879227053,0.859903382
FL,Alligator Lake,13.746,1148153.621,66856.64123,24900,3373.913043,23700,7246.376812,6900,1449.275362,0.748792271,0.835748792,0.748792271
FL,"Louisa, Lake",14.68,1348962.883,73601.2683,35700,5940.57971,31200,10430.43478,7200,1789.855072,0.743961353,0.816425121,0.748792271
FL,"Alfred, Lake",2.93,1737800.829,500772.2033,4200,2618.84058,2100,144.9275362,900,55.07246377,0.743961353,0.236714976,0.15942029
FL,"Disston, Lake",7.745,977237.221,81288.2602,16500,3084.057971,14400,4062.318841,3300,626.0869565,0.734299517,0.821256039,0.661835749
FL,Lake ID: 21477494,20.644,1258925.412,88737.07091,15000,2295.652174,9900,2643.478261,2100,423.1884058,0.734299517,0.758454106,0.589371981
FL,J T Budd Pond,33.604,1621810.097,115779.4403,37500,5300,26700,4069.565217,7200,944.9275362,0.724637681,0.734299517,0.594202899
FL,Lake ID: 2161664,24.219,1548816.619,61963.71693,44400,3785.507246,39000,10402.89855,11400,2359.42029,0.70531401,0.77294686,0.739130435
FL,Lake Ocklawaha,34.295,3388441.561,121652.5649,36900,3789.855072,21000,4415.942029,5400,1044.927536,0.70531401,0.777777778,0.671497585
FL,Tiger Lake,8.791,1862087.137,79381.65631,20400,2713.043478,14700,4459.42029,4200,1013.043478,0.70531401,0.816425121,0.748792271
FL,Lake ID: 84918,29.598,954992.586,72128.85895,14700,1563.768116,12000,2997.101449,3000,721.7391304,0.700483092,0.850241546,0.734299517
FL,"Washington, Lake",11.277,1202264.435,75165.79531,22800,2436.231884,17100,4720.289855,4500,979.7101449,0.690821256,0.806763285,0.70531401
FL,"Gentry, Lake",7.295,1000000,75985.15776,13500,1915.942029,12600,3544.927536,3900,726.0869565,0.676328502,0.792270531,0.628019324
FL,Lake ID: 16664393,3.575,870963.59,106677.1752,6600,1505.797101,3600,639.1304348,1200,163.7681159,0.676328502,0.637681159,0.352657005
FL,"Hart, Lake",7.454,933254.3008,68857.5325,14100,1810.144928,12300,3736.231884,3000,610.1449275,0.666666667,0.806763285,0.657004831
FL,"Wimico, Lake",16.408,1479108.388,62740.06554,21300,1960.869565,27600,4349.275362,7200,1528.985507,0.657004831,0.801932367,0.743961353
FL,"Winder, Lake",6.581,1819700.859,99180.75189,11400,1728.985507,8100,1908.695652,2400,388.4057971,0.657004831,0.729468599,0.54589372
FL,"Russell, Lake",2.983,912010.8394,83156.78736,4800,927.5362319,3300,788.4057971,900,179.7101449,0.657004831,0.676328502,0.429951691
FL,Lake ID: 16636326,10.403,912010.8394,56772.47638,20400,2224.637681,18600,6034.782609,5400,1279.710145,0.637681159,0.768115942,0.714975845
FL,Lake ID: 10998171,7.156,912010.8394,78295.17737,9300,1602.898551,7500,1882.608696,2100,363.7681159,0.637681159,0.719806763,0.526570048
FL,"Dorr, Lake",6.893,1096478.196,75753.9532,14100,2023.188406,12300,3134.782609,2400,494.2028986,0.632850242,0.748792271,0.584541063
FL,"Ashby, Lake",4.356,1258925.412,88316.85407,7200,1185.507246,5100,1355.072464,1500,256.5217391,0.61352657,0.676328502,0.458937198
FL,Lake ID: 89704,4.374,1995262.315,166103.5057,6300,1853.623188,5400,873.9130435,1500,175.3623188,0.608695652,0.599033816,0.338164251
FL,Lake ID: 10988693,18.041,3019951.72,73124.42983,22800,2736.231884,16500,4147.826087,4500,839.1304348,0.599033816,0.676328502,0.603864734
FL,"Livingston, Lake",4.748,912010.8394,77528.65948,6900,1076.811594,5400,1091.304348,1500,233.3333333,0.594202899,0.666666667,0.449275362
FL,"Norris, Lake",4.675,741310.2413,77093.63707,6900,1417.391304,4800,1362.318841,1800,250.7246377,0.589371981,0.724637681,0.415458937
FL,"Lizzie, Lake",3.186,676082.9754,65571.82,4500,655.0724638,3600,947.826087,1500,205.7971014,0.550724638,0.632850242,0.396135266
FL,Konomac Lake,4.519,1000000,77124.36857,6300,1020.289855,4200,634.7826087,1500,133.3333333,0.541062802,0.507246377,0.275362319
FL,"Lowery, Lake",3.604,954992.586,84323.25077,5400,962.3188406,4500,1202.898551,1500,185.5072464,0.536231884,0.695652174,0.367149758
FL,Lake ID: 16769792,27.508,1096478.196,58871.11843,8700,900,8100,1584.057971,3000,520.2898551,0.531400966,0.666666667,0.531400966
FL,"Minneola, Lake",7.431,977237.221,51118.30675,16200,1110.144928,15300,3662.318841,4800,1171.014493,0.502415459,0.70531401,0.657004831
FL,Lake ID: 16769912,5.695,602559.5861,58315.73505,5400,595.6521739,5100,1298.550725,1200,226.0869565,0.497584541,0.676328502,0.420289855
FL,Seven Palm Lake,5.767,1412537.545,142334.9313,7800,2213.043478,5100,486.9565217,1200,114.4927536,0.487922705,0.396135266,0.202898551
FL,Lake ID: 166757600,5.056,1071519.305,53717.84139,9000,742.0289855,7500,1884.057971,2400,460.8695652,0.483091787,0.652173913,0.512077295
FL,Georges Lake,3.274,933254.3008,65880.028,4500,542.0289855,3600,775.3623188,1500,137.6811594,0.458937198,0.526570048,0.289855072
FL,"Lotela, Lake",3.223,1202264.435,72794.55386,4500,553.6231884,2400,440.5797101,900,84.05797101,0.449275362,0.473429952,0.22705314
FL,Lake Jackson,15.821,3388441.561,163257.6225,16800,2131.884058,5700,688.4057971,2400,149.2753623,0.425120773,0.347826087,0.236714976
FL,Buck Lake,3.992,707945.7844,57327.80703,4500,385.5072464,3300,681.1594203,1200,130.4347826,0.410628019,0.541062802,0.231884058
FL,Lake ID: 166757631,6.723,1230268.771,48444.83212,9900,620.2898551,7800,1617.391304,2100,346.3768116,0.396135266,0.594202899,0.420289855
FL,"Conway, Lake",2.947,691830.9709,59355.17564,4500,427.5362319,3300,610.1449275,1500,157.9710145,0.381642512,0.512077295,0.309178744
FL,"Jackson, Lake",4.145,2041737.945,94703.79046,4200,563.7681159,3000,230.4347826,1200,46.37681159,0.357487923,0.275362319,0.111111111
FL,"Arietta, Lake",2.985,977237.221,43785.70264,4800,328.9855072,3300,385.5072464,1500,92.75362319,0.275362319,0.342995169,0.183574879
GA,Lake ID: 166758792,28.393,1380384.265,83602.22823,24600,3115.942029,21300,4815.942029,7500,1262.318841,0.777777778,0.850241546,0.777777778
GA,Lake ID: 167484062,98.552,1698243.652,79378.54346,62400,3652.173913,49200,5859.42029,19200,1882.608696,0.695652174,0.743961353,0.623188406
GA,Woodmen Youth Camp Lake,104.468,1513561.248,50167.45555,45600,1485.507246,22800,2463.768116,8400,1007.246377,0.434782609,0.531400966,0.415458937
GA,Lake ID: 6495106,28.606,1698243.652,41244.07004,17400,671.0144928,9300,1042.028986,3300,363.7681159,0.304347826,0.410628019,0.31884058
GA,Lake Sidney Lanier,18.011,1318256.739,27091.86695,7500,224.6376812,4500,433.3333333,2700,157.9710145,0.173913043,0.31884058,0.217391304
"GA, AL",Walter F George Reservoir,124.497,1737800.829,79024.49883,225300,11388.4058,120600,17162.31884,27000,5655.072464,0.758454106,0.869565217,0.797101449
"GA, AL",West Point Lake,78.33,1412537.545,66253.18522,18900,1163.768116,19500,1473.913043,3600,408.6956522,0.502415459,0.54589372,0.405797101
"GA, FL",Lake ID: 10361596,116.189,2290867.653,111461.6185,106200,6591.304348,62100,7034.782609,14400,2366.666667,0.710144928,0.787439614,0.70531401
IA,Rathbun Lake,48.764,1174897.555,85394.51841,81600,9482.608696,51600,6639.130435,12000,1779.710145,0.661835749,0.676328502,0.608695652
IA,Clear Lake,14.453,1584893.192,200587.5933,37800,14513.04348,30600,2282.608696,7800,279.7101449,0.584541063,0.357487923,0.193236715
IA,Storm Lake,12.235,3235936.569,132489.321,32100,6710.144928,22800,3385.507246,5400,730.4347826,0.536231884,0.584541063,0.463768116
IA,Lost Island Lake,4.277,2089296.131,311468.4755,9300,3644.927536,6900,437.6811594,2100,118.8405797,0.531400966,0.202898551,0.115942029
IA,Upper Gar Lake,23.592,2951209.227,108824.64,31800,2973.913043,26400,3723.188406,7500,908.6956522,0.516908213,0.574879227,0.473429952
IA,Roberts Creek,30.048,1023292.992,52520.3347,40500,2463.768116,22800,2775.362319,6000,744.9275362,0.458937198,0.54589372,0.468599034
IA,Silver Lake,3.934,3019951.72,295656.5874,6300,1924.637681,3300,253.6231884,1500,72.46376812,0.45410628,0.299516908,0.169082126
ID,"Pend Oreille, Lake",340.809,1584893.192,78968.00852,767400,83998.55072,792000,260357.971,178200,54144.92754,0.893719807,0.879227053,0.859903382
ID,Harrison Slough,110.292,1348962.883,101292.4787,119700,22908.69565,159900,46815.94203,35400,9752.173913,0.869565217,0.84057971,0.782608696
ID,Priest Lake,94.43,1174897.555,91088.7904,254100,38107.24638,225000,76981.15942,36000,12346.37681,0.855072464,0.816425121,0.792270531
ID,Lake ID: 120052939,224.762,3388441.561,403443.3031,709500,145744.9275,215400,21017.3913,50700,5301.449275,0.816425121,0.830917874,0.777777778
ID,"Hayden, Lake",15.376,1318256.739,104472.8138,22500,3105.797101,18300,5091.304348,3600,830.4347826,0.729468599,0.719806763,0.623188406
ID,Lake ID: 24189376,9.369,2344228.815,190797.2311,18000,5623.188406,9900,1668.115942,3300,384.057971,0.690821256,0.61352657,0.425120773
ID,Lake ID: 120053992,35.712,3388441.561,307556.1488,104700,20633.33333,32400,2697.101449,8400,544.9275362,0.68115942,0.608695652,0.376811594
ID,Lake ID: 120054056,101.346,3311311.215,128369.1125,305100,56326.08696,182700,31765.21739,36900,5756.521739,0.657004831,0.652173913,0.603864734
ID,Lake ID: 120053985,14.433,1778279.41,118299.3482,29400,5075.362319,19200,2669.565217,3000,550.7246377,0.647342995,0.632850242,0.473429952
ID,Lake ID: 120052926,14.607,1621810.097,94477.8674,18000,2223.188406,11100,1949.275362,2700,484.057971,0.647342995,0.676328502,0.531400966
ID,Lake ID: 120053988,8.307,3388441.561,290348.3238,17700,4962.318841,7500,805.7971014,2100,143.4782609,0.603864734,0.391304348,0.198067633
ID,Lake ID: 24486595,70.639,3388441.561,347176.7672,196800,50678.26087,82800,8530.434783,27000,2194.202899,0.594202899,0.516908213,0.463768116
ID,Lake ID: 24181193,20.184,2238721.139,67823.39311,31200,4804.347826,30600,8439.130435,6900,1524.637681,0.594202899,0.599033816,0.574879227
ID,Lake ID: 24161747,12.206,1288249.552,77298.81137,25200,3344.927536,15900,2365.217391,3000,473.9130435,0.541062802,0.54589372,0.439613527
ID,Lake ID: 23171013,33.955,2398832.919,100315.2804,89400,5221.73913,27300,1762.318841,6000,433.3333333,0.497584541,0.463768116,0.314009662
ID,Lake ID: 24465514,30.585,3388441.561,229515.3319,64200,13137.68116,18600,2105.797101,6600,521.7391304,0.492753623,0.473429952,0.347826087
ID,Lake ID: 24181233,5.826,1949844.6,97544.96532,10800,1701.449275,6300,1242.028986,3000,228.9855072,0.487922705,0.531400966,0.362318841
ID,Lake ID: 23265324,6.414,2570395.783,163096.6572,6300,1431.884058,2700,157.9710145,1200,24.63768116,0.415458937,0.231884058,0.062801932
ID,Lake ID: 24465428,24.592,3235936.569,55249.56809,84000,4552.173913,62700,5576.811594,8700,1128.985507,0.410628019,0.444444444,0.381642512
ID,Lake ID: 120053987,19.286,3019951.72,115728.1367,12600,981.1594203,2100,276.8115942,1500,53.62318841,0.396135266,0.367149758,0.106280193
ID,Mud Lake,10.434,1621810.097,38977.81209,13500,639.1304348,8400,724.6376812,1500,220.2898551,0.309178744,0.391304348,0.299516908
ID,Lake ID: 23229556,12.527,977237.221,57404.6692,6900,266.6666667,5400,218.8405797,1200,43.47826087,0.241545894,0.169082126,0.106280193
ID,Lake ID: 4472015,45.039,1288249.552,37202.79395,300,40.57971014,300,14.49275362,300,1.449275362,0.1352657,0.048309179,0.004830918
"ID, UT",Bear Lake,280.628,1174897.555,59431.8372,410400,17553.62319,627600,63752.17391,136500,27404.34783,0.685990338,0.782608696,0.700483092
IL,Carlyle Reservoir,90.827,2511886.432,288661.7345,234900,87440.57971,132600,16411.5942,30000,3172.463768,0.884057971,0.8647343,0.77294686
IL,Rend Lake,66.034,1513561.248,266157.6125,92400,35357.97101,33600,5907.246377,7200,826.0869565,0.874396135,0.845410628,0.685990338
IL,Lake ID: 167156993,29.397,1737800.829,344007.3658,33600,11889.85507,10800,1505.797101,2400,185.5072464,0.850241546,0.690821256,0.289855072
IL,Peoria Lake,120.747,2187761.624,145246.7114,222600,33892.75362,135600,24459.42029,31500,5469.565217,0.801932367,0.821256039,0.763285024
IL,Baldwin Power Plant Cooling Lake,7.63,1548816.619,222165.1491,14400,5966.666667,5700,828.9855072,1500,69.56521739,0.70531401,0.526570048,0.154589372
IL,Fuller Lake,11.628,2290867.653,294836.212,12600,3705.797101,6000,547.826087,1800,82.60869565,0.666666667,0.492753623,0.15942029
IL,Mud Lake,20.88,1778279.41,268217.7692,33300,7475.362319,13800,1710.144928,5700,423.1884058,0.632850242,0.565217391,0.400966184
IL,Fox Lake,23.131,1698243.652,171533.5199,22800,3446.376812,12900,1527.536232,3600,323.1884058,0.555555556,0.487922705,0.285024155
IL,Lake Shinneman,18.869,1047128.548,78453.29732,10200,873.9130435,5100,407.2463768,1500,94.20289855,0.367149758,0.275362319,0.144927536
IL,Lake Springfield,15.418,812830.5162,55509.44132,9300,697.1014493,7200,415.942029,1200,49.27536232,0.289855072,0.222222222,0.082125604
IL,Spring Lake,15.665,1862087.137,71630.48526,11400,581.1594203,3900,257.9710145,1800,43.47826087,0.251207729,0.22705314,0.086956522
IN,Broad Pond,11.651,1202264.435,281833.165,24900,12800.48077,9000,850.9615385,1200,125.4807692,0.782051282,0.416666667,0.217948718
IN,Bass Lake,5.541,1288249.552,219776.7111,8400,4093.269231,5400,820.6730769,1500,115.3846154,0.724358974,0.512820513,0.179487179
IN,Monroe Lake,27.618,2511886.432,97071.40509,48300,6617.307692,33600,2423.076923,5100,522.1153846,0.564102564,0.602564103,0.435897436
IN,Lake Wawasee,11.503,741310.2413,60659.02355,12600,1396.153846,15900,1996.153846,4200,435.5769231,0.487179487,0.538461538,0.423076923
IN,Lake ID: 10285354,6.052,1513561.248,225968.3958,3900,1192.788462,900,86.53846154,600,14.42307692,0.448717949,0.198717949,0.044871795
IN,Lake ID: 18438992,34.597,891250.9381,42646.61827,10500,571.1538462,10800,1419.230769,3300,369.2307692,0.41025641,0.512820513,0.391025641
IN,Lake Maxinkuckee,7.45,870963.59,40717.83476,8100,659.1346154,11100,1188.461538,3300,360.5769231,0.378205128,0.352564103,0.301282051
KS,Cedar Bluff Reservoir,27.073,1445439.771,177050.2725,40200,10961.53846,20700,4553.365385,5100,975,0.916666667,0.865384615,0.641025641
KS,Lake ID: 167800866,66.764,3388441.561,340188.4369,151200,39214.90385,51000,8185.096154,20700,1948.557692,0.897435897,0.846153846,0.698717949
KS,Lake ID: 22080341,12.57,2238721.139,832187.8028,35700,26601.92308,12300,954.8076923,1800,105.2884615,0.884615385,0.474358974,0.205128205
KS,Marion Reservoir,24.898,2818382.931,308891.8513,53700,21435.57692,12900,2620.673077,4800,737.0192308,0.865384615,0.673076923,0.532051282
KS,Clinton Lake,30.651,1513561.248,118313.7253,59700,11196.63462,31500,7812.980769,9600,1752.403846,0.846153846,0.865384615,0.743589744
KS,Lake ID: 167297255,29.96,1737800.829,161573.1141,82800,23636.53846,48900,9105.288462,11100,1877.884615,0.83974359,0.826923077,0.679487179
KS,Perry Lake,47.262,1949844.6,189551.2294,66300,9038.942308,27300,4853.365385,8400,1155.288462,0.83974359,0.878205128,0.66025641
KS,Melvern Lake,28.437,1548816.619,94998.32342,28200,2625,21000,3562.5,6000,1019.711538,0.826923077,0.865384615,0.679487179
KS,El Dorado Lake,30.781,741310.2413,81576.22688,48000,4000.961538,20700,3908.653846,6900,1191.346154,0.788461538,0.878205128,0.743589744
KS,Elk City Lake,12.355,1380384.265,111703.777,24300,3555.288462,19200,2824.038462,5100,822.1153846,0.782051282,0.852564103,0.724358974
KS,Lake ID: 167266519,15.305,2884031.503,212614.0121,21000,2136.057692,13500,1339.903846,3900,311.5384615,0.769230769,0.685897436,0.397435897
KS,Lake ID: 2992128,19.75,1513561.248,148662.8724,23700,4491.346154,9600,2017.788462,3000,594.2307692,0.756410256,0.705128205,0.532051282
KS,Cheney Reservoir,39.013,2041737.945,132796.4686,102000,10417.78846,62400,5095.673077,13200,1401.923077,0.75,0.794871795,0.685897436
KS,La Cygnes Lake,9.448,1258925.412,193041.3219,17100,7311.057692,7800,1530.288462,2400,193.2692308,0.743589744,0.564102564,0.294871795
KS,Tuttle Creek Lake,21.549,3311311.215,273790.4692,6300,1517.307692,4800,585.5769231,1200,134.1346154,0.743589744,0.570512821,0.307692308
KS,Fall River Lake,9.527,1174897.555,90424.11458,15300,2423.076923,10800,1863.461538,3300,558.1730769,0.705128205,0.756410256,0.564102564
KS,Toronto Lake,10.959,1202264.435,128854.7619,11400,3121.153846,7800,1450.961538,2400,409.6153846,0.705128205,0.756410256,0.615384615
KS,Pomona Lake,16.878,1318256.739,88444.5529,13500,2267.307692,9600,2138.942308,3000,418.2692308,0.685897436,0.782051282,0.493589744
KS,Tuttle Creek Lake,34.014,1445439.771,83587.45189,29100,2371.153846,21000,3496.153846,5700,999.5192308,0.679487179,0.788461538,0.673076923
KS,Lovewell Reservoir,11.888,3388441.561,281096.5686,18900,7280.769231,6600,612.9807692,2100,170.1923077,0.66025641,0.423076923,0.237179487
KS,Lake ID: 5943595,14.056,3388441.561,119310.2987,29700,2792.307692,13800,2270.192308,6900,778.8461538,0.608974359,0.634615385,0.448717949
KS,Wilson Lake,33.916,1318256.739,64555.52816,21000,1143.75,35400,2712.980769,8100,858.1730769,0.570512821,0.698717949,0.506410256
KS,Waconda Lake,46.451,1122018.454,73688.65255,109200,10101.92308,39000,3904.326923,12300,1110.576923,0.538461538,0.615384615,0.480769231
KS,Kirwin Reservoir,19.78,1862087.137,91913.14929,33000,2772.115385,16500,1906.730769,3900,490.3846154,0.525641026,0.576923077,0.403846154
KY,Green River Lake,31.904,1047128.548,99615.55291,10200,1237.5,10800,1236.057692,3000,252.4038462,0.653846154,0.615384615,0.358974359
KY,Lake Cumberland,180.604,1047128.548,67975.59968,33000,3066.346154,60600,5303.365385,13500,1628.365385,0.576923077,0.576923077,0.538461538
KY,Giant Canada Goose Pond,33.683,933254.3008,62455.58219,16200,1099.038462,12900,1554.807692,3300,447.1153846,0.474358974,0.525641026,0.416666667
LA,Lac des Allemands,63.934,3388441.561,602401.3077,193500,154114.9038,61800,6845.192308,9600,1087.5,0.948717949,0.698717949,0.487179487
LA,Lake Verret,59.596,2238721.139,510427.267,168600,101998.5577,48900,6600,12300,1130.769231,0.935897436,0.794871795,0.576923077
LA,Dauterive Lake,65.289,3388441.561,582471.6071,147900,102927.4038,31800,5870.192308,6000,1136.538462,0.935897436,0.878205128,0.653846154
LA,Lake ID: 167679640,32.451,1047128.548,237791.2206,45000,24287.01923,27000,5160.576923,6300,910.0961538,0.935897436,0.826923077,0.653846154
LA,Lake ID: 167166635,1647.764,3388441.561,89174.68694,3482400,210226.4423,2742300,357475.9615,670200,115706.25,0.923076923,0.948717949,0.929487179
LA,Lake ID: 167806606,189.178,2570395.783,101769.3175,233100,58469.71154,161100,56121.63462,39300,11358.17308,0.923076923,0.961538462,0.955128205
LA,Lake ID: 11064981,24.75,2089296.131,583166.701,29400,20671.15385,6000,768.75,2700,186.0576923,0.923076923,0.525641026,0.282051282
LA,Lake ID: 11078605,50.976,1862087.137,164113.998,95400,44926.44231,63300,13712.01923,13500,2653.846154,0.916666667,0.884615385,0.782051282
LA,Black Lake,43.173,2951209.227,415624.7139,50100,24317.30769,27900,6425.480769,6900,1220.192308,0.91025641,0.814102564,0.666666667
LA,Lake ID: 21897063,4.158,2511886.432,1360270.844,6300,5495.192308,300,7.211538462,300,1.442307692,0.91025641,0.019230769,0.006410256
LA,Lake ID: 22798811,236.604,2884031.503,104814.7492,377100,69066.34615,401700,97608.17308,111900,27987.98077,0.903846154,0.948717949,0.942307692
