LAKE,LAT,LON,Jan-08,Jan-08,Feb-08,Feb-08,Mar-08,Mar-08,Apr-08,Apr-08,May-08,May-08,Jun-08,Jun-08,Jul-08,Jul-08,Aug-08,Aug-08,Sep-08,Sep-08,Oct-08,Oct-08,Nov-08,Nov-08,Dec-08,Dec-08,Jan-09,Jan-09,Feb-09,Feb-09,Mar-09,Mar-09,Apr-09,Apr-09,May-09,May-09,Jun-09,Jun-09,Jul-09,Jul-09,Aug-09,Aug-09,Sep-09,Sep-09,Oct-09,Oct-09,Nov-09,Nov-09,Dec-09,Dec-09,Jan-10,Jan-10,Feb-10,Feb-10,Mar-10,Mar-10,Apr-10,Apr-10,May-10,May-10,Jun-10,Jun-10,Jul-10,Jul-10,Aug-10,Aug-10,Sep-10,Sep-10,Oct-10,Oct-10,Nov-10,Nov-10,Dec-10,Dec-10,Jan-11,Jan-11,Feb-11,Feb-11,Mar-11,Mar-11,Apr-11,Apr-11,May-11,May-11,Jun-11,Jun-11,Jul-11,Jul-11,Aug-11,Aug-11,Sep-11,Sep-11,Oct-11,Oct-11,Nov-11,Nov-11,Dec-11,Dec-11
Quabbin Reservoir,42.39,-72.31,1202264.435,1202264.435,407380.2778,407380.2778,1148153.621,1148153.621,776247.1166,776247.1166,602559.5861,602559.5861,346736.8505,346736.8505,707945.7844,707945.7844,741310.2413,741310.2413,891250.9381,891250.9381,1000000,1000000,812830.5162,812830.5162,977237.221,977237.221,1023292.992,1023292.992,1548816.619,1548816.619,851138.0382,851138.0382,707945.7844,707945.7844,707945.7844,707945.7844,457088.1896,457088.1896,501187.2336,501187.2336,398107.1706,398107.1706,446683.5922,446683.5922,794328.2347,794328.2347,912010.8394,912010.8394,891250.9381,891250.9381,,,,,,,,,,,,,,,,,,,,,,,,,933254.3008,933254.3008,0,0,436515.8322,436515.8322,478630.0923,478630.0923,691830.9709,691830.9709,281838.2931,281838.2931,524807.4602,524807.4602,537031.7964,537031.7964,660693.448,660693.448,660693.448,660693.448,707945.7844,707945.7844,1122018.454,1122018.454
"Quinault, Lake",47.48,-123.9,1202264.435,1202264.435,1318256.739,1318256.739,831763.7711,831763.7711,891250.9381,891250.9381,19498.446,19498.446,56234.13252,56234.13252,13489.62883,13489.62883,64565.4229,64565.4229,363078.0548,363078.0548,295120.9227,295120.9227,208929.6131,208929.6131,1445439.771,1445439.771,588843.6554,588843.6554,436515.8322,436515.8322,288403.1503,288403.1503,301995.172,301995.172,380189.3963,380189.3963,436515.8322,436515.8322,229086.7653,229086.7653,234422.8815,234422.8815,346736.8505,346736.8505,588843.6554,588843.6554,436515.8322,436515.8322,407380.2778,407380.2778,398107.1706,398107.1706,281838.2931,281838.2931,549540.8739,549540.8739,575439.9373,575439.9373,281838.2931,281838.2931,478630.0923,478630.0923,416869.3835,416869.3835,338844.1561,338844.1561,524807.4602,524807.4602,426579.5188,426579.5188,120226.4435,120226.4435,489778.8194,489778.8194,478630.0923,478630.0923,691830.9709,691830.9709,977237.221,977237.221,446683.5922,446683.5922,616595.0019,616595.0019,489778.8194,489778.8194,316227.766,316227.766,446683.5922,446683.5922,165958.6907,165958.6907,354813.3892,354813.3892,239883.2919,239883.2919,933254.3008,933254.3008
Rainbow Flowage,45.86,-89.52,0,0,0,0,0,0,501187.2336,501187.2336,588843.6554,588843.6554,398107.1706,398107.1706,616595.0019,616595.0019,1258925.412,1258925.412,758577.575,758577.575,870963.59,870963.59,0,0,0,0,0,0,0,0,181970.0859,181970.0859,489778.8194,489778.8194,537031.7964,537031.7964,537031.7964,537031.7964,758577.575,758577.575,954992.586,954992.586,1230268.771,1230268.771,660693.448,660693.448,707945.7844,707945.7844,0,0,0,0,0,0,416869.3835,416869.3835,524807.4602,524807.4602,616595.0019,616595.0019,363078.0548,363078.0548,1148153.621,1148153.621,1023292.992,1023292.992,1023292.992,1023292.992,537031.7964,537031.7964,467735.1413,467735.1413,0,0,0,0,0,0,0,0,416869.3835,416869.3835,263026.7992,263026.7992,436515.8322,436515.8322,371535.2291,371535.2291,1659586.907,1659586.907,2041737.945,2041737.945,616595.0019,616595.0019,1202264.435,1202264.435,0,0
Rainy Lake,48.58,-93.03,0,0,0,0,0,0,1288249.552,1288249.552,954992.586,954992.586,660693.448,660693.448,602559.5861,602559.5861,1288249.552,1288249.552,933254.3008,933254.3008,1148153.621,1148153.621,1288249.552,1288249.552,371535.2291,371535.2291,0,0,0,0,0,0,1023292.992,1023292.992,707945.7844,707945.7844,1000000,1000000,758577.575,758577.575,363078.0548,363078.0548,1288249.552,1288249.552,1202264.435,1202264.435,1122018.454,1122018.454,562341.3252,562341.3252,0,0,0,0,676082.9754,676082.9754,812830.5162,812830.5162,724435.9601,724435.9601,575439.9373,575439.9373,562341.3252,562341.3252,616595.0019,616595.0019,1230268.771,1230268.771,1288249.552,1288249.552,933254.3008,933254.3008,524807.4602,524807.4602,0,0,0,0,117489.7555,117489.7555,912010.8394,912010.8394,870963.59,870963.59,549540.8739,549540.8739,1202264.435,1202264.435,2511886.432,2511886.432,1621810.097,1621810.097,1047128.548,1047128.548,1548816.619,1548816.619,645654.229,645654.229
Ramsey Lake,35.5,-97.68,1047128.548,1047128.548,407380.2778,407380.2778,1047128.548,1047128.548,1479108.388,1479108.388,794328.2347,794328.2347,389045.145,389045.145,537031.7964,537031.7964,794328.2347,794328.2347,1000000,1000000,1230268.771,1230268.771,831763.7711,831763.7711,954992.586,954992.586,831763.7711,831763.7711,1047128.548,1047128.548,1023292.992,1023292.992,1000000,1000000,1023292.992,1023292.992,891250.9381,891250.9381,831763.7711,831763.7711,1148153.621,1148153.621,1513561.248,1513561.248,1412537.545,1412537.545,1258925.412,1258925.412,776247.1166,776247.1166,691830.9709,691830.9709,338844.1561,338844.1561,1202264.435,1202264.435,1412537.545,1412537.545,616595.0019,616595.0019,436515.8322,436515.8322,537031.7964,537031.7964,977237.221,977237.221,1122018.454,1122018.454,1479108.388,1479108.388,1122018.454,1122018.454,1023292.992,1023292.992,1000000,1000000,1174897.555,1174897.555,1258925.412,1258925.412,1174897.555,1174897.555,1288249.552,1288249.552,1148153.621,1148153.621,3388441.561,3388441.561,3388441.561,3388441.561,3162277.66,3162277.66,1778279.41,1778279.41,1445439.771,1445439.771,707945.7844,707945.7844
Rangeley Lake,44.95,-70.69,0,0,0,0,0,0,457088.1896,457088.1896,912010.8394,912010.8394,407380.2778,407380.2778,478630.0923,478630.0923,691830.9709,691830.9709,512861.384,512861.384,660693.448,660693.448,1047128.548,1047128.548,457088.1896,457088.1896,0,0,0,0,1258925.412,1258925.412,288403.1503,288403.1503,691830.9709,691830.9709,691830.9709,691830.9709,338844.1561,338844.1561,398107.1706,398107.1706,1122018.454,1122018.454,588843.6554,588843.6554,616595.0019,616595.0019,457088.1896,457088.1896,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,524807.4602,524807.4602,741310.2413,741310.2413,741310.2413,741310.2413,416869.3835,416869.3835,288403.1503,288403.1503,1096478.196,1096478.196,660693.448,660693.448,977237.221,977237.221,549540.8739,549540.8739
Raquette Lake,43.84,-74.64,0,0,0,0,1995262.315,1995262.315,426579.5188,426579.5188,691830.9709,691830.9709,501187.2336,501187.2336,537031.7964,537031.7964,239883.2919,239883.2919,295120.9227,295120.9227,616595.0019,616595.0019,549540.8739,549540.8739,288403.1503,288403.1503,0,0,1230268.771,1230268.771,117489.7555,117489.7555,549540.8739,549540.8739,371535.2291,371535.2291,416869.3835,416869.3835,501187.2336,501187.2336,354813.3892,354813.3892,562341.3252,562341.3252,758577.575,758577.575,660693.448,660693.448,446683.5922,446683.5922,0,0,0,0,275422.8703,275422.8703,524807.4602,524807.4602,512861.384,512861.384,398107.1706,398107.1706,338844.1561,338844.1561,338844.1561,338844.1561,389045.145,389045.145,489778.8194,489778.8194,630957.3445,630957.3445,630957.3445,630957.3445,0,0,0,0,0,0,478630.0923,478630.0923,588843.6554,588843.6554,0,0,316227.766,316227.766,389045.145,389045.145,549540.8739,549540.8739,954992.586,954992.586,676082.9754,676082.9754,446683.5922,446683.5922
Raquette Pond,44.19,-74.51,0,0,0,0,0,0,616595.0019,616595.0019,741310.2413,741310.2413,549540.8739,549540.8739,724435.9601,724435.9601,426579.5188,426579.5188,676082.9754,676082.9754,870963.59,870963.59,489778.8194,489778.8194,338844.1561,338844.1561,0,0,1348962.883,1348962.883,616595.0019,616595.0019,741310.2413,741310.2413,691830.9709,691830.9709,645654.229,645654.229,223872.1139,223872.1139,616595.0019,616595.0019,501187.2336,501187.2336,1047128.548,1047128.548,645654.229,645654.229,371535.2291,371535.2291,0,0,0,0,407380.2778,407380.2778,933254.3008,933254.3008,588843.6554,588843.6554,457088.1896,457088.1896,436515.8322,436515.8322,389045.145,389045.145,575439.9373,575439.9373,562341.3252,562341.3252,776247.1166,776247.1166,0,0,0,0,0,0,0,0,489778.8194,489778.8194,588843.6554,588843.6554,309029.5433,309029.5433,512861.384,512861.384,478630.0923,478630.0923,436515.8322,436515.8322,933254.3008,933254.3008,851138.0382,851138.0382,512861.384,512861.384
Rathbun Lake,40.86,-92.98,0,0,0,0,371535.2291,371535.2291,549540.8739,549540.8739,524807.4602,524807.4602,407380.2778,407380.2778,245470.8916,245470.8916,831763.7711,831763.7711,977237.221,977237.221,977237.221,977237.221,426579.5188,426579.5188,489778.8194,489778.8194,389045.145,389045.145,575439.9373,575439.9373,309029.5433,309029.5433,602559.5861,602559.5861,575439.9373,575439.9373,295120.9227,295120.9227,891250.9381,891250.9381,380189.3963,380189.3963,660693.448,660693.448,416869.3835,416869.3835,354813.3892,354813.3892,288403.1503,288403.1503,0,0,0,0,239883.2919,239883.2919,707945.7844,707945.7844,758577.575,758577.575,645654.229,645654.229,707945.7844,707945.7844,489778.8194,489778.8194,371535.2291,371535.2291,309029.5433,309029.5433,741310.2413,741310.2413,676082.9754,676082.9754,398107.1706,398107.1706,229086.7653,229086.7653,501187.2336,501187.2336,645654.229,645654.229,776247.1166,776247.1166,0,0,977237.221,977237.221,1174897.555,1174897.555,912010.8394,912010.8394,891250.9381,891250.9381,524807.4602,524807.4602,338844.1561,338844.1561
Raymond Pond,38.42,-76.11,363078.0548,363078.0548,275422.8703,275422.8703,1584893.192,1584893.192,363078.0548,363078.0548,512861.384,512861.384,562341.3252,562341.3252,776247.1166,776247.1166,501187.2336,501187.2336,741310.2413,741310.2413,301995.172,301995.172,269153.4804,269153.4804,630957.3445,630957.3445,323593.6569,323593.6569,501187.2336,501187.2336,309029.5433,309029.5433,389045.145,389045.145,588843.6554,588843.6554,1000000,1000000,575439.9373,575439.9373,371535.2291,371535.2291,389045.145,389045.145,407380.2778,407380.2778,407380.2778,407380.2778,245470.8916,245470.8916,,,,,,,,,,,,,,,,,,,,,,,,,1174897.555,1174897.555,446683.5922,446683.5922,407380.2778,407380.2778,371535.2291,371535.2291,467735.1413,467735.1413,1949844.6,1949844.6,288403.1503,288403.1503,162181.0097,162181.0097,407380.2778,407380.2778,363078.0548,363078.0548,316227.766,316227.766,416869.3835,416869.3835
Red Bluff Reservoir,31.94,-103.9,295120.9227,295120.9227,128824.9552,128824.9552,371535.2291,371535.2291,263026.7992,263026.7992,870963.59,870963.59,301995.172,301995.172,549540.8739,549540.8739,380189.3963,380189.3963,2089296.131,2089296.131,2570395.783,2570395.783,1023292.992,1023292.992,933254.3008,933254.3008,724435.9601,724435.9601,954992.586,954992.586,954992.586,954992.586,954992.586,954992.586,1148153.621,1148153.621,1258925.412,1258925.412,1174897.555,1174897.555,1174897.555,1174897.555,1548816.619,1548816.619,1412537.545,1412537.545,1380384.265,1380384.265,707945.7844,707945.7844,933254.3008,933254.3008,912010.8394,912010.8394,1023292.992,1023292.992,1230268.771,1230268.771,1122018.454,1122018.454,1819700.859,1819700.859,2041737.945,2041737.945,1949844.6,1949844.6,2630267.992,2630267.992,2454708.916,2454708.916,1412537.545,1412537.545,831763.7711,831763.7711,446683.5922,446683.5922,831763.7711,831763.7711,123026.8771,123026.8771,1174897.555,1174897.555,1862087.137,1862087.137,2290867.653,2290867.653,1412537.545,1412537.545,724435.9601,724435.9601,954992.586,954992.586,977237.221,977237.221,660693.448,660693.448,0,0
Rend Lake,38.11,-88.96,870963.59,870963.59,1202264.435,1202264.435,1445439.771,1445439.771,1412537.545,1412537.545,933254.3008,933254.3008,758577.575,758577.575,707945.7844,707945.7844,933254.3008,933254.3008,1230268.771,1230268.771,1230268.771,1230268.771,645654.229,645654.229,933254.3008,933254.3008,812830.5162,812830.5162,1202264.435,1202264.435,891250.9381,891250.9381,851138.0382,851138.0382,380189.3963,380189.3963,933254.3008,933254.3008,933254.3008,933254.3008,1230268.771,1230268.771,1258925.412,1258925.412,891250.9381,891250.9381,549540.8739,549540.8739,707945.7844,707945.7844,1230268.771,1230268.771,776247.1166,776247.1166,724435.9601,724435.9601,630957.3445,630957.3445,524807.4602,524807.4602,1258925.412,1258925.412,1071519.305,1071519.305,1096478.196,1096478.196,1230268.771,1230268.771,1000000,1000000,933254.3008,933254.3008,724435.9601,724435.9601,776247.1166,776247.1166,977237.221,977237.221,1047128.548,1047128.548,467735.1413,467735.1413,676082.9754,676082.9754,741310.2413,741310.2413,977237.221,977237.221,1023292.992,1023292.992,1513561.248,1513561.248,1000000,1000000,1318256.739,1318256.739,724435.9601,724435.9601
Rice Lake,46.51,-93.37,0,0,0,0,0,0,354813.3892,354813.3892,630957.3445,630957.3445,616595.0019,616595.0019,707945.7844,707945.7844,562341.3252,562341.3252,630957.3445,630957.3445,1318256.739,1318256.739,338844.1561,338844.1561,158489.3192,158489.3192,0,0,0,0,0,0,562341.3252,562341.3252,891250.9381,891250.9381,933254.3008,933254.3008,851138.0382,851138.0382,691830.9709,691830.9709,851138.0382,851138.0382,758577.575,758577.575,851138.0382,851138.0382,0,0,0,0,0,0,398107.1706,398107.1706,630957.3445,630957.3445,389045.145,389045.145,229086.7653,229086.7653,1412537.545,1412537.545,758577.575,758577.575,524807.4602,524807.4602,741310.2413,741310.2413,602559.5861,602559.5861,0,0,0,0,0,0,0,0,407380.2778,407380.2778,537031.7964,537031.7964,602559.5861,602559.5861,602559.5861,602559.5861,478630.0923,478630.0923,851138.0382,851138.0382,977237.221,977237.221,794328.2347,794328.2347,501187.2336,501187.2336
Rice Portage Lake,46.85,-94.42,0,0,0,0,0,0,316227.766,316227.766,117489.7555,117489.7555,234422.8815,234422.8815,0,0,208929.6131,208929.6131,457088.1896,457088.1896,549540.8739,549540.8739,204173.7945,204173.7945,0,0,0,0,0,0,0,0,398107.1706,398107.1706,295120.9227,295120.9227,0,0,239883.2919,239883.2919,0,0,0,0,478630.0923,478630.0923,269153.4804,269153.4804,0,0,0,0,0,0,309029.5433,309029.5433,467735.1413,467735.1413,263026.7992,263026.7992,0,0,0,0,0,0,257039.5783,257039.5783,602559.5861,602559.5861,301995.172,301995.172,0,0,0,0,0,0,0,0,165958.6907,165958.6907,128824.9552,128824.9552,338844.1561,338844.1561,223872.1139,223872.1139,457088.1896,457088.1896,537031.7964,537031.7964,645654.229,645654.229,446683.5922,446683.5922,380189.3963,380189.3963
Riffe Lake,46.49,-122.3,891250.9381,891250.9381,660693.448,660693.448,724435.9601,724435.9601,645654.229,645654.229,213796.209,213796.209,23442.28815,23442.28815,426579.5188,426579.5188,194984.46,194984.46,489778.8194,489778.8194,645654.229,645654.229,758577.575,758577.575,933254.3008,933254.3008,831763.7711,831763.7711,380189.3963,380189.3963,660693.448,660693.448,537031.7964,537031.7964,251188.6432,251188.6432,269153.4804,269153.4804,524807.4602,524807.4602,575439.9373,575439.9373,630957.3445,630957.3445,501187.2336,501187.2336,724435.9601,724435.9601,870963.59,870963.59,724435.9601,724435.9601,758577.575,758577.575,724435.9601,724435.9601,1000000,1000000,588843.6554,588843.6554,630957.3445,630957.3445,331131.1215,331131.1215,407380.2778,407380.2778,436515.8322,436515.8322,562341.3252,562341.3252,371535.2291,371535.2291,1348962.883,1348962.883,1202264.435,1202264.435,954992.586,954992.586,354813.3892,354813.3892,346736.8505,346736.8505,389045.145,389045.145,1380384.265,1380384.265,524807.4602,524807.4602,724435.9601,724435.9601,354813.3892,354813.3892,758577.575,758577.575,1047128.548,1047128.548,1047128.548,1047128.548
Right Arm Lochloosa Lake,29.51,-82.13,1778279.41,1778279.41,2137962.09,2137962.09,1737800.829,1737800.829,2630267.992,2630267.992,1862087.137,1862087.137,1737800.829,1737800.829,2187761.624,2187761.624,2290867.653,2290867.653,1230268.771,1230268.771,1584893.192,1584893.192,1737800.829,1737800.829,2511886.432,2511886.432,2884031.503,2884031.503,2187761.624,2187761.624,2818382.931,2818382.931,2041737.945,2041737.945,524807.4602,524807.4602,245470.8916,245470.8916,1047128.548,1047128.548,912010.8394,912010.8394,478630.0923,478630.0923,933254.3008,933254.3008,1000000,1000000,851138.0382,851138.0382,1230268.771,1230268.771,831763.7711,831763.7711,630957.3445,630957.3445,575439.9373,575439.9373,630957.3445,630957.3445,1380384.265,1380384.265,1698243.652,1698243.652,2089296.131,2089296.131,2454708.916,2454708.916,2238721.139,2238721.139,2137962.09,2137962.09,2344228.815,2344228.815,1318256.739,1318256.739,2137962.09,2137962.09,2884031.503,2884031.503,2570395.783,2570395.783,2344228.815,2344228.815,2290867.653,2290867.653,2187761.624,2187761.624,2511886.432,2511886.432,2041737.945,2041737.945,2089296.131,2089296.131,2089296.131,2089296.131,1380384.265,1380384.265
Rimrock Lake,46.64,-121.2,158489.3192,158489.3192,257039.5783,257039.5783,234422.8815,234422.8815,501187.2336,501187.2336,234422.8815,234422.8815,0,0,371535.2291,371535.2291,489778.8194,489778.8194,630957.3445,630957.3445,977237.221,977237.221,776247.1166,776247.1166,245470.8916,245470.8916,177827.941,177827.941,89125.09381,89125.09381,0,0,0,0,724435.9601,724435.9601,524807.4602,524807.4602,602559.5861,602559.5861,181970.0859,181970.0859,524807.4602,524807.4602,1445439.771,1445439.771,426579.5188,426579.5188,416869.3835,416869.3835,0,0,1995262.315,1995262.315,616595.0019,616595.0019,380189.3963,380189.3963,0,0,93325.43008,93325.43008,144543.9771,144543.9771,537031.7964,537031.7964,128824.9552,128824.9552,363078.0548,363078.0548,426579.5188,426579.5188,263026.7992,263026.7992,354813.3892,354813.3892,239883.2919,239883.2919,109647.8196,109647.8196,331131.1215,331131.1215,47863.00923,47863.00923,223872.1139,223872.1139,97723.7221,97723.7221,588843.6554,588843.6554,389045.145,389045.145,562341.3252,562341.3252,537031.7964,537031.7964,912010.8394,912010.8394
Ripogenus Lake,45.97,-69.34,0,0,0,0,0,0,616595.0019,616595.0019,1174897.555,1174897.555,691830.9709,691830.9709,776247.1166,776247.1166,562341.3252,562341.3252,758577.575,758577.575,1047128.548,1047128.548,1122018.454,1122018.454,1288249.552,1288249.552,0,0,0,0,0,0,851138.0382,851138.0382,851138.0382,851138.0382,501187.2336,501187.2336,575439.9373,575439.9373,831763.7711,831763.7711,1230268.771,1230268.771,1412537.545,1412537.545,831763.7711,831763.7711,1047128.548,1047128.548,,,,,,,,,,,,,,,,,,,,,,,,,1202264.435,1202264.435,0,0,0,0,812830.5162,812830.5162,1023292.992,1023292.992,478630.0923,478630.0923,724435.9601,724435.9601,616595.0019,616595.0019,1445439.771,1445439.771,1047128.548,1047128.548,1148153.621,1148153.621,758577.575,758577.575
River Crest Reservoir,33.39,-95.16,891250.9381,891250.9381,645654.229,645654.229,776247.1166,776247.1166,3162277.66,3162277.66,3019951.72,3019951.72,645654.229,645654.229,512861.384,512861.384,691830.9709,691830.9709,1412537.545,1412537.545,1778279.41,1778279.41,977237.221,977237.221,912010.8394,912010.8394,707945.7844,707945.7844,676082.9754,676082.9754,0,0,933254.3008,933254.3008,954992.586,954992.586,234422.8815,234422.8815,489778.8194,489778.8194,1288249.552,1288249.552,1513561.248,1513561.248,1122018.454,1122018.454,1202264.435,1202264.435,1000000,1000000,741310.2413,741310.2413,588843.6554,588843.6554,758577.575,758577.575,794328.2347,794328.2347,75857.7575,75857.7575,323593.6569,323593.6569,912010.8394,912010.8394,1659586.907,1659586.907,1584893.192,1584893.192,1584893.192,1584893.192,1412537.545,1412537.545,707945.7844,707945.7844,1000000,1000000,645654.229,645654.229,1380384.265,1380384.265,1096478.196,1096478.196,1258925.412,1258925.412,954992.586,954992.586,1258925.412,1258925.412,1513561.248,1513561.248,2137962.09,2137962.09,1949844.6,1949844.6,1995262.315,1995262.315,1445439.771,1445439.771
Roanoke Rapids Lake,36.53,-77.99,446683.5922,446683.5922,416869.3835,416869.3835,245470.8916,245470.8916,0,0,707945.7844,707945.7844,85113.80382,85113.80382,234422.8815,234422.8815,54954.08739,54954.08739,109647.8196,109647.8196,501187.2336,501187.2336,812830.5162,812830.5162,398107.1706,398107.1706,707945.7844,707945.7844,1071519.305,1071519.305,478630.0923,478630.0923,371535.2291,371535.2291,446683.5922,446683.5922,794328.2347,794328.2347,354813.3892,354813.3892,100000,100000,204173.7945,204173.7945,467735.1413,467735.1413,741310.2413,741310.2413,501187.2336,501187.2336,1122018.454,1122018.454,588843.6554,588843.6554,512861.384,512861.384,120226.4435,120226.4435,346736.8505,346736.8505,204173.7945,204173.7945,549540.8739,549540.8739,0,0,93325.43008,93325.43008,181970.0859,181970.0859,1122018.454,1122018.454,549540.8739,549540.8739,1479108.388,1479108.388,562341.3252,562341.3252,512861.384,512861.384,660693.448,660693.448,245470.8916,245470.8916,645654.229,645654.229,776247.1166,776247.1166,371535.2291,371535.2291,47863.00923,47863.00923,794328.2347,794328.2347,562341.3252,562341.3252,588843.6554,588843.6554
Roanoke Rapids Lake,36.49,-77.74,245470.8916,245470.8916,245470.8916,245470.8916,512861.384,512861.384,467735.1413,467735.1413,588843.6554,588843.6554,407380.2778,407380.2778,239883.2919,239883.2919,0,0,199526.2315,199526.2315,630957.3445,630957.3445,660693.448,660693.448,660693.448,660693.448,239883.2919,239883.2919,891250.9381,891250.9381,257039.5783,257039.5783,64565.4229,64565.4229,338844.1561,338844.1561,758577.575,758577.575,288403.1503,288403.1503,0,0,218776.1624,218776.1624,251188.6432,251188.6432,724435.9601,724435.9601,512861.384,512861.384,1047128.548,1047128.548,295120.9227,295120.9227,707945.7844,707945.7844,245470.8916,245470.8916,363078.0548,363078.0548,109647.8196,109647.8196,107151.9305,107151.9305,151356.1248,151356.1248,776247.1166,776247.1166,1071519.305,1071519.305,1047128.548,1047128.548,489778.8194,489778.8194,1513561.248,1513561.248,446683.5922,446683.5922,457088.1896,457088.1896,60255.95861,60255.95861,446683.5922,446683.5922,707945.7844,707945.7844,0,0,35481.33892,35481.33892,0,0,234422.8815,234422.8815,602559.5861,602559.5861,512861.384,512861.384
Roberts Creek,41.4,-93.05,0,0,0,0,323593.6569,323593.6569,288403.1503,288403.1503,0,0,295120.9227,295120.9227,416869.3835,416869.3835,158489.3192,158489.3192,537031.7964,537031.7964,245470.8916,245470.8916,707945.7844,707945.7844,380189.3963,380189.3963,467735.1413,467735.1413,295120.9227,295120.9227,173780.0829,173780.0829,309029.5433,309029.5433,467735.1413,467735.1413,154881.6619,154881.6619,295120.9227,295120.9227,1023292.992,1023292.992,489778.8194,489778.8194,467735.1413,467735.1413,288403.1503,288403.1503,208929.6131,208929.6131,0,0,0,0,58884.36554,58884.36554,128824.9552,128824.9552,331131.1215,331131.1215,537031.7964,537031.7964,436515.8322,436515.8322,42657.95188,42657.95188,269153.4804,269153.4804,691830.9709,691830.9709,549540.8739,549540.8739,194984.46,194984.46,204173.7945,204173.7945,54954.08739,54954.08739,457088.1896,457088.1896,128824.9552,128824.9552,204173.7945,204173.7945,70794.57844,70794.57844,15488.16619,15488.16619,338844.1561,338844.1561,501187.2336,501187.2336,630957.3445,630957.3445,275422.8703,275422.8703,223872.1139,223872.1139
Rock Lake,43.08,-88.93,0,0,0,0,0,0,407380.2778,407380.2778,199526.2315,199526.2315,331131.1215,331131.1215,186208.7137,186208.7137,338844.1561,338844.1561,645654.229,645654.229,389045.145,389045.145,239883.2919,239883.2919,0,0,0,0,100000,100000,165958.6907,165958.6907,104712.8548,104712.8548,0,0,199526.2315,199526.2315,138038.4265,138038.4265,147910.8388,147910.8388,154881.6619,154881.6619,398107.1706,398107.1706,436515.8322,436515.8322,151356.1248,151356.1248,0,0,0,0,245470.8916,245470.8916,478630.0923,478630.0923,794328.2347,794328.2347,616595.0019,616595.0019,208929.6131,208929.6131,416869.3835,416869.3835,562341.3252,562341.3252,616595.0019,616595.0019,338844.1561,338844.1561,0,0,0,0,120226.4435,120226.4435,147910.8388,147910.8388,109647.8196,109647.8196,107151.9305,107151.9305,204173.7945,204173.7945,234422.8815,234422.8815,269153.4804,269153.4804,141253.7545,141253.7545,812830.5162,812830.5162,524807.4602,524807.4602,363078.0548,363078.0548
Rocky Lake,44.86,-67.46,0,0,0,0,489778.8194,489778.8194,478630.0923,478630.0923,478630.0923,478630.0923,162181.0097,162181.0097,467735.1413,467735.1413,83176.37711,83176.37711,380189.3963,380189.3963,323593.6569,323593.6569,407380.2778,407380.2778,204173.7945,204173.7945,288403.1503,288403.1503,0,0,0,0,204173.7945,204173.7945,346736.8505,346736.8505,134896.2883,134896.2883,85113.80382,85113.80382,165958.6907,165958.6907,354813.3892,354813.3892,346736.8505,346736.8505,446683.5922,446683.5922,398107.1706,398107.1706,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,144543.9771,144543.9771,407380.2778,407380.2778,79432.82347,79432.82347,288403.1503,288403.1503,144543.9771,144543.9771,501187.2336,501187.2336,407380.2778,407380.2778,354813.3892,354813.3892,436515.8322,436515.8322,263026.7992,263026.7992
"Rosalie, Lake",27.93,-81.4,416869.3835,416869.3835,524807.4602,524807.4602,288403.1503,288403.1503,562341.3252,562341.3252,812830.5162,812830.5162,1096478.196,1096478.196,457088.1896,457088.1896,208929.6131,208929.6131,512861.384,512861.384,416869.3835,416869.3835,426579.5188,426579.5188,380189.3963,380189.3963,446683.5922,446683.5922,363078.0548,363078.0548,338844.1561,338844.1561,660693.448,660693.448,537031.7964,537031.7964,1071519.305,1071519.305,602559.5861,602559.5861,223872.1139,223872.1139,309029.5433,309029.5433,173780.0829,173780.0829,478630.0923,478630.0923,524807.4602,524807.4602,831763.7711,831763.7711,407380.2778,407380.2778,616595.0019,616595.0019,549540.8739,549540.8739,467735.1413,467735.1413,416869.3835,416869.3835,831763.7711,831763.7711,131825.6739,131825.6739,194984.46,194984.46,1047128.548,1047128.548,575439.9373,575439.9373,512861.384,512861.384,812830.5162,812830.5162,354813.3892,354813.3892,891250.9381,891250.9381,501187.2336,501187.2336,776247.1166,776247.1166,363078.0548,363078.0548,562341.3252,562341.3252,64565.4229,64565.4229,478630.0923,478630.0923,309029.5433,309029.5433,794328.2347,794328.2347,758577.575,758577.575
