LAKE,LAT,LON,Jan-08,Jan-08,Feb-08,Feb-08,Mar-08,Mar-08,Apr-08,Apr-08,May-08,May-08,Jun-08,Jun-08,Jul-08,Jul-08,Aug-08,Aug-08,Sep-08,Sep-08,Oct-08,Oct-08,Nov-08,Nov-08,Dec-08,Dec-08,Jan-09,Jan-09,Feb-09,Feb-09,Mar-09,Mar-09,Apr-09,Apr-09,May-09,May-09,Jun-09,Jun-09,Jul-09,Jul-09,Aug-09,Aug-09,Sep-09,Sep-09,Oct-09,Oct-09,Nov-09,Nov-09,Dec-09,Dec-09,Jan-10,Jan-10,Feb-10,Feb-10,Mar-10,Mar-10,Apr-10,Apr-10,May-10,May-10,Jun-10,Jun-10,Jul-10,Jul-10,Aug-10,Aug-10,Sep-10,Sep-10,Oct-10,Oct-10,Nov-10,Nov-10,Dec-10,Dec-10,Jan-11,Jan-11,Feb-11,Feb-11,Mar-11,Mar-11,Apr-11,Apr-11,May-11,May-11,Jun-11,Jun-11,Jul-11,Jul-11,Aug-11,Aug-11,Sep-11,Sep-11,Oct-11,Oct-11,Nov-11,Nov-11,Dec-11,Dec-11
Fort Cobb Reservoir,35.2,-98.48,100000,100000,0,0,645654.229,645654.229,912010.8394,912010.8394,165958.6907,165958.6907,177827.941,177827.941,831763.7711,831763.7711,812830.5162,812830.5162,831763.7711,831763.7711,0,0,389045.145,389045.145,141253.7545,141253.7545,275422.8703,275422.8703,263026.7992,263026.7992,0,0,0,0,371535.2291,371535.2291,467735.1413,467735.1413,954992.586,954992.586,1071519.305,1071519.305,154881.6619,154881.6619,416869.3835,416869.3835,363078.0548,363078.0548,74131.02413,74131.02413,0,0,60255.95861,60255.95861,354813.3892,354813.3892,0,0,524807.4602,524807.4602,707945.7844,707945.7844,676082.9754,676082.9754,831763.7711,831763.7711,1023292.992,1023292.992,912010.8394,912010.8394,407380.2778,407380.2778,245470.8916,245470.8916,275422.8703,275422.8703,363078.0548,363078.0548,95499.2586,95499.2586,0,0,724435.9601,724435.9601,831763.7711,831763.7711,1148153.621,1148153.621,1000000,1000000,1380384.265,1380384.265,346736.8505,346736.8505,741310.2413,741310.2413,407380.2778,407380.2778
Fort Gibson Lake,35.96,-95.27,436515.8322,436515.8322,281838.2931,281838.2931,446683.5922,446683.5922,407380.2778,407380.2778,190546.0718,190546.0718,158489.3192,158489.3192,512861.384,512861.384,549540.8739,549540.8739,776247.1166,776247.1166,467735.1413,467735.1413,363078.0548,363078.0548,363078.0548,363078.0548,407380.2778,407380.2778,389045.145,389045.145,0,0,489778.8194,489778.8194,371535.2291,371535.2291,436515.8322,436515.8322,398107.1706,398107.1706,380189.3963,380189.3963,194984.46,194984.46,223872.1139,223872.1139,239883.2919,239883.2919,501187.2336,501187.2336,1318256.739,1318256.739,309029.5433,309029.5433,512861.384,512861.384,45708.81896,45708.81896,446683.5922,446683.5922,831763.7711,831763.7711,630957.3445,630957.3445,758577.575,758577.575,891250.9381,891250.9381,851138.0382,851138.0382,1348962.883,1348962.883,371535.2291,371535.2291,512861.384,512861.384,309029.5433,309029.5433,269153.4804,269153.4804,263026.7992,263026.7992,537031.7964,537031.7964,891250.9381,891250.9381,977237.221,977237.221,851138.0382,851138.0382,1230268.771,1230268.771,870963.59,870963.59,630957.3445,630957.3445,676082.9754,676082.9754
Fox Lake,42.41,-88.17,524807.4602,524807.4602,0,0,363078.0548,363078.0548,295120.9227,295120.9227,151356.1248,151356.1248,954992.586,954992.586,1096478.196,1096478.196,741310.2413,741310.2413,75857.7575,75857.7575,125892.5412,125892.5412,676082.9754,676082.9754,275422.8703,275422.8703,165958.6907,165958.6907,234422.8815,234422.8815,562341.3252,562341.3252,338844.1561,338844.1561,0,0,1698243.652,1698243.652,1202264.435,1202264.435,1513561.248,1513561.248,954992.586,954992.586,295120.9227,295120.9227,389045.145,389045.145,223872.1139,223872.1139,0,0,0,0,213796.209,213796.209,208929.6131,208929.6131,363078.0548,363078.0548,1348962.883,1348962.883,794328.2347,794328.2347,1148153.621,1148153.621,1380384.265,1380384.265,1230268.771,1230268.771,575439.9373,575439.9373,0,0,691830.9709,691830.9709,309029.5433,309029.5433,549540.8739,549540.8739,323593.6569,323593.6569,371535.2291,371535.2291,891250.9381,891250.9381,1071519.305,1071519.305,1318256.739,1318256.739,1513561.248,1513561.248,758577.575,758577.575,776247.1166,776247.1166,501187.2336,501187.2336
Freeborn Lake,43.74,-93.57,0,0,1202264.435,1202264.435,169824.3652,169824.3652,1995262.315,1995262.315,2951209.227,2951209.227,2754228.703,2754228.703,3019951.72,3019951.72,2951209.227,2951209.227,3311311.215,3311311.215,3388441.561,3388441.561,3311311.215,3311311.215,0,0,0,0,323593.6569,323593.6569,2398832.919,2398832.919,2754228.703,2754228.703,2570395.783,2570395.783,2570395.783,2570395.783,2691534.804,2691534.804,3090295.433,3090295.433,3388441.561,3388441.561,3388441.561,3388441.561,2630267.992,2630267.992,1202264.435,1202264.435,0,0,0,0,218776.1624,218776.1624,3388441.561,3388441.561,3388441.561,3388441.561,3388441.561,3388441.561,2951209.227,2951209.227,2951209.227,2951209.227,2884031.503,2884031.503,2290867.653,2290867.653,3162277.66,3162277.66,0,0,0,0,0,0,194984.46,194984.46,1949844.6,1949844.6,2570395.783,2570395.783,2570395.783,2570395.783,2454708.916,2454708.916,2238721.139,2238721.139,2398832.919,2398832.919,2454708.916,2454708.916,2344228.815,2344228.815,588843.6554,588843.6554
Freezeout Lake,47.66,-112,398107.1706,398107.1706,331131.1215,331131.1215,891250.9381,891250.9381,870963.59,870963.59,1047128.548,1047128.548,758577.575,758577.575,741310.2413,741310.2413,1148153.621,1148153.621,1096478.196,1096478.196,1071519.305,1071519.305,323593.6569,323593.6569,70794.57844,70794.57844,489778.8194,489778.8194,549540.8739,549540.8739,478630.0923,478630.0923,562341.3252,562341.3252,645654.229,645654.229,1548816.619,1548816.619,1412537.545,1412537.545,1230268.771,1230268.771,562341.3252,562341.3252,457088.1896,457088.1896,281838.2931,281838.2931,251188.6432,251188.6432,169824.3652,169824.3652,0,0,398107.1706,398107.1706,562341.3252,562341.3252,707945.7844,707945.7844,1513561.248,1513561.248,1621810.097,1621810.097,1047128.548,1047128.548,660693.448,660693.448,831763.7711,831763.7711,316227.766,316227.766,346736.8505,346736.8505,154881.6619,154881.6619,28183.82931,28183.82931,323593.6569,323593.6569,616595.0019,616595.0019,0,0,1230268.771,1230268.771,1698243.652,1698243.652,1174897.555,1174897.555,1122018.454,1122018.454,1380384.265,1380384.265,660693.448,660693.448,457088.1896,457088.1896
Fremont Lake,43.45,-85.97,0,0,0,0,0,0,645654.229,645654.229,831763.7711,831763.7711,251188.6432,251188.6432,0,0,0,0,151356.1248,151356.1248,389045.145,389045.145,0,0,0,0,0,0,147910.8388,147910.8388,575439.9373,575439.9373,269153.4804,269153.4804,199526.2315,199526.2315,77624.71166,77624.71166,0,0,363078.0548,363078.0548,0,0,562341.3252,562341.3252,54954.08739,54954.08739,0,0,0,0,0,0,389045.145,389045.145,363078.0548,363078.0548,616595.0019,616595.0019,134896.2883,134896.2883,0,0,234422.8815,234422.8815,0,0,117489.7555,117489.7555,331131.1215,331131.1215,112201.8454,112201.8454,0,0,0,0,0,0,190546.0718,190546.0718,151356.1248,151356.1248,346736.8505,346736.8505,0,0,162181.0097,162181.0097,295120.9227,295120.9227,478630.0923,478630.0923,1047128.548,1047128.548,301995.172,301995.172
Fremont Lake,42.95,-109.8,0,0,0,0,0,0,758577.575,758577.575,489778.8194,489778.8194,707945.7844,707945.7844,707945.7844,707945.7844,501187.2336,501187.2336,933254.3008,933254.3008,758577.575,758577.575,933254.3008,933254.3008,416869.3835,416869.3835,0,0,0,0,0,0,478630.0923,478630.0923,645654.229,645654.229,389045.145,389045.145,588843.6554,588843.6554,616595.0019,616595.0019,831763.7711,831763.7711,380189.3963,380189.3963,831763.7711,831763.7711,616595.0019,616595.0019,0,0,0,0,0,0,489778.8194,489778.8194,812830.5162,812830.5162,501187.2336,501187.2336,1000000,1000000,831763.7711,831763.7711,794328.2347,794328.2347,575439.9373,575439.9373,446683.5922,446683.5922,954992.586,954992.586,0,0,0,0,0,0,0,0,549540.8739,549540.8739,602559.5861,602559.5861,524807.4602,524807.4602,831763.7711,831763.7711,645654.229,645654.229,812830.5162,812830.5162,512861.384,512861.384,457088.1896,457088.1896
French Lake,44.34,-93.39,0,0,0,0,0,0,16595.86907,16595.86907,147910.8388,147910.8388,831763.7711,831763.7711,3388441.561,3388441.561,2041737.945,2041737.945,2089296.131,2089296.131,2137962.09,2137962.09,954992.586,954992.586,0,0,0,0,0,0,104712.8548,104712.8548,478630.0923,478630.0923,630957.3445,630957.3445,549540.8739,549540.8739,891250.9381,891250.9381,1584893.192,1584893.192,2238721.139,2238721.139,1318256.739,1318256.739,389045.145,389045.145,389045.145,389045.145,0,0,0,0,125892.5412,125892.5412,0,0,288403.1503,288403.1503,870963.59,870963.59,2454708.916,2454708.916,2290867.653,2290867.653,2041737.945,2041737.945,2137962.09,2137962.09,1000000,1000000,0,0,0,0,0,0,0,0,0,0,537031.7964,537031.7964,831763.7711,831763.7711,2187761.624,2187761.624,2089296.131,2089296.131,2951209.227,2951209.227,1348962.883,1348962.883,1230268.771,1230268.771,363078.0548,363078.0548
Frog Pond,45.67,-69.66,0,0,0,0,0,0,724435.9601,724435.9601,1122018.454,1122018.454,630957.3445,630957.3445,758577.575,758577.575,457088.1896,457088.1896,660693.448,660693.448,933254.3008,933254.3008,3090295.433,3090295.433,1071519.305,1071519.305,0,0,0,0,223872.1139,223872.1139,870963.59,870963.59,794328.2347,794328.2347,812830.5162,812830.5162,602559.5861,602559.5861,630957.3445,630957.3445,912010.8394,912010.8394,1148153.621,1148153.621,933254.3008,933254.3008,1288249.552,1288249.552,,,,,,,,,,,,,,,,,,,,,,,,,831763.7711,831763.7711,0,0,0,0,602559.5861,602559.5861,660693.448,660693.448,691830.9709,691830.9709,549540.8739,549540.8739,933254.3008,933254.3008,2951209.227,2951209.227,1023292.992,1023292.992,912010.8394,912010.8394,1905460.718,1905460.718
Fuller Lake,38.97,-90.56,1737800.829,1737800.829,1288249.552,1288249.552,1862087.137,1862087.137,1380384.265,1380384.265,281838.2931,281838.2931,295120.9227,295120.9227,309029.5433,309029.5433,1621810.097,1621810.097,1445439.771,1445439.771,1202264.435,1202264.435,870963.59,870963.59,1862087.137,1862087.137,645654.229,645654.229,724435.9601,724435.9601,1513561.248,1513561.248,363078.0548,363078.0548,323593.6569,323593.6569,758577.575,758577.575,1949844.6,1949844.6,2238721.139,2238721.139,1995262.315,1995262.315,2290867.653,2290867.653,588843.6554,588843.6554,794328.2347,794328.2347,954992.586,954992.586,1174897.555,1174897.555,0,0,0,0,467735.1413,467735.1413,1000000,1000000,602559.5861,602559.5861,776247.1166,776247.1166,1479108.388,1479108.388,1412537.545,1412537.545,831763.7711,831763.7711,645654.229,645654.229,346736.8505,346736.8505,512861.384,512861.384,1047128.548,1047128.548,812830.5162,812830.5162,141253.7545,141253.7545,281838.2931,281838.2931,1000000,1000000,691830.9709,691830.9709,1548816.619,1548816.619,1513561.248,1513561.248,851138.0382,851138.0382,977237.221,977237.221
Galveston County Industrial Water Reservoir,29.44,-94.97,446683.5922,446683.5922,851138.0382,851138.0382,851138.0382,851138.0382,912010.8394,912010.8394,676082.9754,676082.9754,2041737.945,2041737.945,85113.80382,85113.80382,346736.8505,346736.8505,501187.2336,501187.2336,812830.5162,812830.5162,724435.9601,724435.9601,389045.145,389045.145,616595.0019,616595.0019,741310.2413,741310.2413,331131.1215,331131.1215,831763.7711,831763.7711,602559.5861,602559.5861,354813.3892,354813.3892,186208.7137,186208.7137,251188.6432,251188.6432,239883.2919,239883.2919,794328.2347,794328.2347,524807.4602,524807.4602,281838.2931,281838.2931,602559.5861,602559.5861,1659586.907,1659586.907,457088.1896,457088.1896,446683.5922,446683.5922,794328.2347,794328.2347,416869.3835,416869.3835,549540.8739,549540.8739,691830.9709,691830.9709,933254.3008,933254.3008,870963.59,870963.59,891250.9381,891250.9381,588843.6554,588843.6554,912010.8394,912010.8394,0,0,707945.7844,707945.7844,602559.5861,602559.5861,741310.2413,741310.2413,794328.2347,794328.2347,239883.2919,239883.2919,181970.0859,181970.0859,707945.7844,707945.7844,794328.2347,794328.2347,263026.7992,263026.7992,32359.36569,32359.36569
Gardner Lake,44.79,-67.36,165958.6907,165958.6907,0,0,2511886.432,2511886.432,812830.5162,812830.5162,549540.8739,549540.8739,309029.5433,309029.5433,426579.5188,426579.5188,186208.7137,186208.7137,616595.0019,616595.0019,630957.3445,630957.3445,724435.9601,724435.9601,501187.2336,501187.2336,758577.575,758577.575,0,0,0,0,478630.0923,478630.0923,616595.0019,616595.0019,407380.2778,407380.2778,467735.1413,467735.1413,446683.5922,446683.5922,630957.3445,630957.3445,741310.2413,741310.2413,562341.3252,562341.3252,1000000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,128824.9552,128824.9552,1258925.412,1258925.412,218776.1624,218776.1624,630957.3445,630957.3445,436515.8322,436515.8322,645654.229,645654.229,331131.1215,331131.1215,416869.3835,416869.3835,446683.5922,446683.5922,724435.9601,724435.9601,812830.5162,812830.5162,707945.7844,707945.7844
Geneva Lake,43.79,-93.27,0,0,0,0,309029.5433,309029.5433,281838.2931,281838.2931,0,0,57543.99373,57543.99373,354813.3892,354813.3892,912010.8394,912010.8394,812830.5162,812830.5162,977237.221,977237.221,363078.0548,363078.0548,0,0,0,0,36307.80548,36307.80548,295120.9227,295120.9227,478630.0923,478630.0923,131825.6739,131825.6739,0,0,1071519.305,1071519.305,1584893.192,1584893.192,2089296.131,2089296.131,870963.59,870963.59,323593.6569,323593.6569,0,0,0,0,0,0,194984.46,194984.46,1348962.883,1348962.883,1318256.739,1318256.739,1318256.739,1318256.739,1584893.192,1584893.192,1621810.097,1621810.097,1445439.771,1445439.771,616595.0019,616595.0019,316227.766,316227.766,0,0,0,0,0,0,165958.6907,165958.6907,0,0,26915.34804,26915.34804,0,0,0,0,0,0,0,0,630957.3445,630957.3445,512861.384,512861.384,269153.4804,269153.4804
"Gentry, Lake",28.14,-81.24,616595.0019,616595.0019,301995.172,301995.172,630957.3445,630957.3445,269153.4804,269153.4804,1000000,1000000,724435.9601,724435.9601,309029.5433,309029.5433,58884.36554,58884.36554,257039.5783,257039.5783,741310.2413,741310.2413,309029.5433,309029.5433,724435.9601,724435.9601,426579.5188,426579.5188,457088.1896,457088.1896,346736.8505,346736.8505,446683.5922,446683.5922,389045.145,389045.145,524807.4602,524807.4602,257039.5783,257039.5783,223872.1139,223872.1139,323593.6569,323593.6569,213796.209,213796.209,446683.5922,446683.5922,371535.2291,371535.2291,407380.2778,407380.2778,380189.3963,380189.3963,512861.384,512861.384,457088.1896,457088.1896,354813.3892,354813.3892,446683.5922,446683.5922,831763.7711,831763.7711,295120.9227,295120.9227,354813.3892,354813.3892,323593.6569,323593.6569,275422.8703,275422.8703,537031.7964,537031.7964,489778.8194,489778.8194,407380.2778,407380.2778,316227.766,316227.766,630957.3445,630957.3445,660693.448,660693.448,229086.7653,229086.7653,269153.4804,269153.4804,263026.7992,263026.7992,144543.9771,144543.9771,208929.6131,208929.6131,707945.7844,707945.7844,416869.3835,416869.3835
"George, Lake",29.28,-81.6,741310.2413,741310.2413,1995262.315,1995262.315,3019951.72,3019951.72,2398832.919,2398832.919,2344228.815,2344228.815,2290867.653,2290867.653,1621810.097,1621810.097,1071519.305,1071519.305,562341.3252,562341.3252,575439.9373,575439.9373,457088.1896,457088.1896,851138.0382,851138.0382,562341.3252,562341.3252,616595.0019,616595.0019,645654.229,645654.229,794328.2347,794328.2347,1148153.621,1148153.621,1096478.196,1096478.196,891250.9381,891250.9381,467735.1413,467735.1413,1230268.771,1230268.771,1230268.771,1230268.771,758577.575,758577.575,724435.9601,724435.9601,912010.8394,912010.8394,630957.3445,630957.3445,630957.3445,630957.3445,1513561.248,1513561.248,2884031.503,2884031.503,3019951.72,3019951.72,1318256.739,1318256.739,1230268.771,1230268.771,1023292.992,1023292.992,1047128.548,1047128.548,1148153.621,1148153.621,1202264.435,1202264.435,870963.59,870963.59,891250.9381,891250.9381,933254.3008,933254.3008,1318256.739,1318256.739,1737800.829,1737800.829,2137962.09,2137962.09,1548816.619,1548816.619,1513561.248,1513561.248,1621810.097,1621810.097,1659586.907,1659586.907,1230268.771,1230268.771,489778.8194,489778.8194
Georges Lake,29.79,-81.85,58884.36554,58884.36554,151356.1248,151356.1248,218776.1624,218776.1624,323593.6569,323593.6569,478630.0923,478630.0923,102329.2992,102329.2992,309029.5433,309029.5433,0,0,0,0,295120.9227,295120.9227,181970.0859,181970.0859,331131.1215,331131.1215,478630.0923,478630.0923,457088.1896,457088.1896,398107.1706,398107.1706,301995.172,301995.172,177827.941,177827.941,537031.7964,537031.7964,933254.3008,933254.3008,501187.2336,501187.2336,0,0,301995.172,301995.172,0,0,549540.8739,549540.8739,602559.5861,602559.5861,467735.1413,467735.1413,363078.0548,363078.0548,239883.2919,239883.2919,660693.448,660693.448,95499.2586,95499.2586,457088.1896,457088.1896,100000,100000,0,0,0,0,724435.9601,724435.9601,371535.2291,371535.2291,407380.2778,407380.2778,338844.1561,338844.1561,380189.3963,380189.3963,275422.8703,275422.8703,380189.3963,380189.3963,933254.3008,933254.3008,295120.9227,295120.9227,0,0,72443.59601,72443.59601,138038.4265,138038.4265,416869.3835,416869.3835,331131.1215,331131.1215
Gerber Reservoir,42.2,-121.1,0,0,0,0,0,0,407380.2778,407380.2778,616595.0019,616595.0019,524807.4602,524807.4602,416869.3835,416869.3835,489778.8194,489778.8194,1047128.548,1047128.548,2691534.804,2691534.804,3388441.561,3388441.561,3311311.215,3311311.215,0,0,77624.71166,77624.71166,501187.2336,501187.2336,549540.8739,549540.8739,489778.8194,489778.8194,691830.9709,691830.9709,707945.7844,707945.7844,1258925.412,1258925.412,2691534.804,2691534.804,2754228.703,2754228.703,1819700.859,1819700.859,204173.7945,204173.7945,199526.2315,199526.2315,562341.3252,562341.3252,467735.1413,467735.1413,602559.5861,602559.5861,478630.0923,478630.0923,691830.9709,691830.9709,2238721.139,2238721.139,3388441.561,3388441.561,2398832.919,2398832.919,2754228.703,2754228.703,691830.9709,691830.9709,323593.6569,323593.6569,446683.5922,446683.5922,575439.9373,575439.9373,380189.3963,380189.3963,331131.1215,331131.1215,512861.384,512861.384,524807.4602,524807.4602,2238721.139,2238721.139,2818382.931,2818382.931,3388441.561,3388441.561,2630267.992,2630267.992,812830.5162,812830.5162,630957.3445,630957.3445
Giant Canada Goose Pond,38.07,-83.49,436515.8322,436515.8322,295120.9227,295120.9227,363078.0548,363078.0548,72443.59601,72443.59601,354813.3892,354813.3892,407380.2778,407380.2778,95499.2586,95499.2586,186208.7137,186208.7137,602559.5861,602559.5861,602559.5861,602559.5861,676082.9754,676082.9754,933254.3008,933254.3008,707945.7844,707945.7844,512861.384,512861.384,295120.9227,295120.9227,64565.4229,64565.4229,371535.2291,371535.2291,794328.2347,794328.2347,575439.9373,575439.9373,316227.766,316227.766,501187.2336,501187.2336,501187.2336,501187.2336,537031.7964,537031.7964,562341.3252,562341.3252,,,,,,,,,,,,,,,,,,,,,,,,,288403.1503,288403.1503,537031.7964,537031.7964,186208.7137,186208.7137,128824.9552,128824.9552,354813.3892,354813.3892,549540.8739,549540.8739,331131.1215,331131.1215,114815.3621,114815.3621,186208.7137,186208.7137,602559.5861,602559.5861,812830.5162,812830.5162,338844.1561,338844.1561
Gile Flowage 70,46.4,-90.23,0,0,0,0,0,0,338844.1561,338844.1561,457088.1896,457088.1896,575439.9373,575439.9373,346736.8505,346736.8505,288403.1503,288403.1503,524807.4602,524807.4602,549540.8739,549540.8739,0,0,0,0,0,0,0,0,0,0,323593.6569,323593.6569,288403.1503,288403.1503,354813.3892,354813.3892,478630.0923,478630.0923,436515.8322,436515.8322,1949844.6,1949844.6,741310.2413,741310.2413,602559.5861,602559.5861,0,0,0,0,0,0,162181.0097,162181.0097,524807.4602,524807.4602,338844.1561,338844.1561,416869.3835,416869.3835,537031.7964,537031.7964,489778.8194,489778.8194,489778.8194,489778.8194,363078.0548,363078.0548,331131.1215,331131.1215,0,0,0,0,0,0,0,0,524807.4602,524807.4602,616595.0019,616595.0019,549540.8739,549540.8739,371535.2291,371535.2291,416869.3835,416869.3835,281838.2931,281838.2931,407380.2778,407380.2778,338844.1561,338844.1561,0,0
Girard Lake,48.07,-100,0,0,0,0,173780.0829,173780.0829,2238721.139,2238721.139,1949844.6,1949844.6,1819700.859,1819700.859,3019951.72,3019951.72,1621810.097,1621810.097,1862087.137,1862087.137,1548816.619,1548816.619,851138.0382,851138.0382,0,0,0,0,0,0,0,0,1023292.992,1023292.992,794328.2347,794328.2347,1288249.552,1288249.552,1479108.388,1479108.388,3019951.72,3019951.72,3090295.433,3090295.433,1318256.739,1318256.739,1513561.248,1513561.248,0,0,0,0,0,0,0,0,1122018.454,1122018.454,1548816.619,1548816.619,2089296.131,2089296.131,2344228.815,2344228.815,1862087.137,1862087.137,1621810.097,1621810.097,1479108.388,1479108.388,1513561.248,1513561.248,0,0,0,0,0,0,0,0,954992.586,954992.586,1047128.548,1047128.548,1071519.305,1071519.305,1819700.859,1819700.859,3388441.561,3388441.561,1819700.859,1819700.859,1584893.192,1584893.192,977237.221,977237.221,467735.1413,467735.1413
Glen Lake,44.87,-85.96,0,0,0,0,36307.80548,36307.80548,234422.8815,234422.8815,691830.9709,691830.9709,363078.0548,363078.0548,61659.50019,61659.50019,501187.2336,501187.2336,416869.3835,416869.3835,1047128.548,1047128.548,363078.0548,363078.0548,0,0,162181.0097,162181.0097,0,0,190546.0718,190546.0718,239883.2919,239883.2919,446683.5922,446683.5922,467735.1413,467735.1413,436515.8322,436515.8322,93325.43008,93325.43008,245470.8916,245470.8916,134896.2883,134896.2883,1023292.992,1023292.992,165958.6907,165958.6907,309029.5433,309029.5433,0,0,123026.8771,123026.8771,281838.2931,281838.2931,354813.3892,354813.3892,338844.1561,338844.1561,0,0,50118.72336,50118.72336,301995.172,301995.172,588843.6554,588843.6554,467735.1413,467735.1413,199526.2315,199526.2315,0,0,134896.2883,134896.2883,0,0,575439.9373,575439.9373,524807.4602,524807.4602,436515.8322,436515.8322,158489.3192,158489.3192,338844.1561,338844.1561,87096.359,87096.359,691830.9709,691830.9709,1023292.992,1023292.992,616595.0019,616595.0019
